ID_AUFTRAG_ZPM,STW_NUM,n0_3,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB,Ssp_Randkonstruktion
10902,6.078,14.572,1328.3,11.31,2004,100,1,1,1
10921,14.04,4.119,6155,23.04,1957,100,0.94,1.126,1
10923,14.04,4.074,5386,20.61,1957,100,0.94,1.126,1
10925,8.65,22.303,20101,17.81,1959,100,1.18,1.18,1
10926,7.03,36.3,21300,16.33,1959,100,1.18,1.18,0
10929,3.52,15.053,119,8.44,1992,100,1,1,0
10930,3.02,37.614,1190,24.95,1914,100,1.457,1,1
10949,4,16.773,230,7.88,1977,110,0.802,0.802,1
10990,10.1,6.151,2221,13.92,1986,90,1.29,1,1
10991,10.1,6.151,2221,13.92,1986,90,1.29,1,1
10998,3.8,16.536,171,7.4,1985,90,1,1,1
11000,3.2,52.497,1074,9.17,1962,90,0.763,0.762,1
11001,3.2,56.853,1011,7.36,1962,90,0.763,0.762,1
11005,9.64,8.883,4123,14.93,1979,140,1.17,1.3,1
11006,9.64,8.883,4123,14.93,1979,140,1.17,1.3,1
11007,3.24,40.996,614,8.18,1911,140,1.26,2.73,1
11008,3.24,40.996,614,8.18,1911,140,1.26,2.73,1
11076,2.7,35.838,174,6.29,1976,160,1.87,0.89,1
11077,2.7,80.08,1029,7.45,1935,160,1.28,2.67,1
11078,5,42.168,3932,8.73,1967,160,1.58,1.75,1
11079,5,42.168,3932,8.73,1967,160,1.58,1.75,1
11089,2.5,119.177,1936,8.61,1908,140,0.91,1.52,1
11090,2.5,119.177,1936,8.61,1908,140,0.91,1.52,1
11100,2.4,161.359,3557,10.16,1962,160,1.29,1.01,1
11101,2.22,98.397,772,8.1,1903,160,1.75,3.88,1
11107,5.3,12.802,554,10.57,1985,140,1.12,1.15,1
11108,5.3,12.802,554,10.57,1985,140,1.12,1.15,1
11168,4.55,27.284,1028,7.95,1997,110,1.245,3.65,1
11169,4.55,27.284,1028,7.95,1997,110,1.245,3.65,1
11269,8.8,13.582,5268,11.75,1931,140,1.25,3,0
11270,8.7,12.103,3962,11.65,1931,140,1.25,3,1
11298,2.3,66.719,572,11.33,1935,150,1.17,3,0
11304,2.8,51.615,586,8.83,1930,130,0.81,3,0
11305,2.8,53.593,586,8.19,1930,130,0.81,3,1
11310,4,37.353,1313,9.07,1925,110,0.777,2.54,1
11311,4,37.353,1313,9.07,1925,110,0.777,2.54,1
11319,2.3,115.852,1198,7.87,1937,150,0.658,2.751,1
11320,2.3,115.852,1198,7.87,1937,150,0.658,2.751,1
11324,3.4,107.679,7297,11.62,1932,150,0.931,1.375,1
11325,3.4,80.076,5869,16.9,1932,150,0.931,1.375,1
11330,3.6,41.615,1160,9.84,1933,150,0.947,2.789,1
11331,3.6,41.615,1160,9.84,1933,150,0.947,2.789,1
11336,2.1,107.422,734,8.07,1926,150,3.007,1.707,1
11337,2.1,107.422,734,8.07,1926,150,3.007,1.707,1
11338,2,96.054,700,11.7,1910,150,0.741,1.438,2
11345,4.5,53.899,5248,10.87,1931,160,0.956,1.582,1
11346,4.5,53.899,5248,10.87,1931,160,0.956,1.582,1
11352,7,20.99,5496,12.82,1934,160,1.029,2.23,1
11353,7,20.99,5496,12.82,1934,160,1.029,2.23,1
11354,5.6,19.29,1587,10.7,1969,160,0.915,1.77,1
11355,5.6,19.29,1587,10.7,1969,160,0.915,1.77,1
11356,12.55,9.05,22497,27.32,1988,160,1.38,1.3,1
11358,2.7,35.187,120,4.5,1965,160,0.794,1.05,1
11364,2.06,130.967,1695,13.54,1934,160,1.333,4.352,1
11365,2.06,130.967,1695,13.54,1934,160,1.333,4.352,1
11366,4.6,13.891,298,8.51,1975,160,0.799,1.514,1
11367,4.6,13.891,298,8.51,1975,160,0.799,1.514,1
11368,10.1,10.808,14598,29.63,1979,160,1.29,1.18,1
11369,10.1,11.854,13530,22.83,1979,160,1.29,1.18,1
11372,10.5,6.615,3080,14.29,1981,160,1.082,3.24,1
11373,10.5,6.615,3080,14.29,1981,160,1.082,3.24,1
11376,5.6,32.497,4689,11.14,1938,100,1.167,2.034,1
11377,5.6,23.075,4652,21.92,1975,100,1.185,1.774,1
11384,3,24.156,177,9.24,1979,80,0.744,1.021,1
11385,3,22.964,143,8.26,1979,80,0.744,1.021,1
11394,3.2,44.197,645,7.77,1933,90,0.819,2.287,1
11395,3.2,44.197,645,7.77,1933,90,0.819,2.287,1
11401,8.3,18.761,8016,11.84,1959,110,1.115,2.937,1
11402,8.3,18.761,8016,11.84,1959,110,1.115,2.937,1
11451,13.64,3.906,3452,16.13,1994,140,1.07,1.07,1
11452,13.64,3.969,3452,15.62,1994,140,1.07,1.07,1
11459,4.8,12.808,372,10.54,1992,140,1.29,3,1
11460,4.8,12.677,372,10.76,1992,140,1.29,3,1
11461,11.1,6.214,3787.3,15.94,1992,200,1.89,1.62,1
11462,11.1,6.214,3787.3,15.94,1992,200,1.89,1.62,1
11507,19.7,3.671,14463,17.58,1991,160,1.2,1.11,1
11508,19.7,3.642,16106,19.89,1991,160,1.2,1.11,1
11509,15.4,4.807,9491,18.02,1992,160,1.359,1.17,1
11510,14.6,5.275,8983,17.53,1992,160,1.385,1.26,1
11511,23.8,2.866,25063.6,23.46,1992,200,1.07,1.07,1
11512,23.8,2.866,25063.6,23.46,1992,200,1.07,1.07,1
11514,17.7,3.764,9745,17.29,1990,160,1,1,1
11515,17.7,3.762,9745,17.31,1990,160,1,1,1
11518,15.3,4.957,10261,18.8,1993,200,1.56,1.29,1
11519,15.3,4.957,10261,18.8,1993,200,1.56,1.29,1
11520,15.09,3.748,4195,14.21,1994,140,0.84,0.84,1
11521,15.09,3.748,4195,14.21,1994,140,0.84,0.84,1
11522,14,5.037,6728,17.03,1994,160,1.28,1.28,1
11530,19.45,4.251,22789,21.739,1993,200,1.28,3.24,1
11531,19.45,4.388,18014,16.13,1993,200,1.28,3.24,1
11539,8.06,6.657,924,12.19,1992,160,0.85,1.5,1
11540,8.06,6.657,924,12.19,1992,160,0.85,1.5,1
11548,6.1,13.957,1561,14.28,1994,140,1.46,1.5,1
11549,6.5,12.292,1561,14.28,1994,140,1,1,1
11563,16.45,3.413,5876,17,1993,160,1.139,2,1
11564,16.45,3.413,5876,17,1993,160,1.139,2,1
11571,17.22,3.942,9797,17.69,1994,160,1.07,1.07,1
11572,17.22,3.942,9797,17.69,1994,160,1.07,1.07,1
11579,8.5,8.035,2638.99,19.32,1994,250,1.49,1,1
11580,8.5,8.327,2309.11,15.74,1994,250,1.49,1,0
11581,24.939,2.712,32141,27.874,1995,160,1,1,1
11591,18.58,4.64,25742.8,24.76,1996,160,1,1,0
11592,20.61,4.039,24308,20.38,1996,160,1,1,1
11637,11.43,10.206,11615,16.12,1934,160,1.27,1,0
11734,13.45,5.298,8141,21.87,1995,230,1.83,3,1
11738,16,2.786,15301,74.21,1996,140,1.2,1.99,0
11747,11,5.482,2646,14.84,1994,200,1,1,1
11748,10,5.11,1510,14.27,1994,200,1,1,1
11749,11.7,5.581,3511,14.84,1995,200,1,1,1
11755,14,5.384,7536,16.7,1996,200,1,1,1
11762,16.4,5.061,14416,19.2,1995,230,1.57,3,1
11774,9.8,7.91,3679,15.73,1992,230,1.76,3,1
11775,8.8,9.81,3679,15.73,1992,230,2.29,3,1
11777,17.7,2.523,4625.7,18.27,1996,230,1.4,3,1
11778,20.2,2.877,11172,20,1997,230,1.29,3,1
11779,3.5,28.9,332.6,6.548,1913,160,3.9,3,1
11780,4.8,56.084,9907,14.64,1936,230,3.27,1,2
11822,2.7,43.408,487,12,1936,200,1.215,2.082,1
11823,2.7,43.408,487,12,1936,200,1.215,2.082,1
11824,5.28,18.573,1079,9.93,1964,200,1.386,3.564,1
11825,5.28,18.573,1079,9.93,1964,200,1.386,3.564,1
11871,16.05,4.965,12717,19.18,1995,160,1.43,1,1
11885,15.5,4.795,12003,22.32,2006,130,1.23,1.23,1
11886,13.2,6.611,12003,22.32,2006,130,2.27,2.27,1
11904,9,11.026,3084,9.54,1906,120,1.5,1,1
11936,11.84,5.575,4406,17.8,1997,150,1.46,1,0
11937,11.84,5.155,3507,16.57,1997,150,1.35,1,1
11940,6.8,10.028,957.2,10.985,2021,150,1,1,1
11941,6.8,10.027,957,10.985,2021,150,1,1,0
11942,13.35,4.565,4420,16.474,1998,150,1.17,1,1
11943,13.35,4.866,4768,15.64,1998,150,1.23,1,0
11945,5,18.19,958,11.43,1939,160,1.07,1.83,1
11946,5,18.19,958,11.43,1939,160,1.07,1.83,1
11949,11,5.595,2920,15.72,1995,150,1.35,1.03,1
11950,11,5.425,2920,16.72,1995,150,1.35,1.03,1
11961,17,3.264,6204.8,17.21,1995,200,1.24,1.59,1
11962,23.7,2.167,12085,20.13,2009,200,1.36,1,1
11963,23.7,2.167,12085,20.13,2009,200,1.36,1,1
11965,12.5,4.591,3280.2,15.73,2009,200,1.07,1.15,1
11972,4.8,21.943,1154,11.14,1992,200,1,1,2
11975,7,13.356,2489,14.34,1994,200,3.3,1.15,1
11976,7,13.356,2489,14.34,1994,200,3.3,1.15,1
11977,9.05,9.672,3993,15.7,1994,200,2.47,2.47,1
11978,9.05,9.672,3993,15.7,1994,200,2.47,2.47,1
11980,5,20.035,1030,10.13,1991,200,0.889,0.882,1
11981,5,20.035,1030,10.13,1991,200,0.889,0.882,1
11982,9,6.633,1581.8,13.52,1996,200,1.25,1.41,1
11983,9,6.633,1581.8,13.52,1996,200,1.25,1.41,1
11990,7.2,14.733,2629,11.12,1988,160,0.939,0.947,0
12002,5.7,15.818,972,9.08,1932,150,1.31,1,2
12004,4.75,17.944,562,8.46,1928,160,1.36,2.626,2
12005,8,11.564,3248,14.63,1908,150,1.434,6.502,2
12012,14.95,4.356,9047,23.55,1994,160,1.49,1,1
12013,14.95,4.356,9047,23.55,1994,160,1.49,1,1
12017,14.9,5.238,9789,17.86,1993,200,1.093,1.093,1
12018,18.8,3.837,14147,18.98,1994,200,1.25,1.25,1
12021,11.54,6.076,3845,14.49,1994,200,1.43,1.43,1
12028,20.85,2.632,11732.9,22.111,1996,120,1.13,1.15,2
12033,12.72,5.275,5048,17.1,1997,160,1,1,1
12034,13.5,4.681,5061,17.16,1997,160,1,1,1
12070,19,3.921,17025,20.97,1995,200,1.29,1.29,1
12072,11.57,4.738,2475,15.18,1996,200,1.7,1.7,1
12073,11.57,4.738,2475,15.18,1996,200,1.7,1.7,1
12128,22.23,2.556,14617.5,22.599,1996,160,1.41,1.75,2
12129,17.84,3.028,7345.4,19.511,1996,120,1.46,1.62,2
12146,12.43,3.998,2664.6,17.23,1997,90,1.46,3,2
12150,22.8,3.037,27358,27.08,1996,130,1.27,8.6,1
12151,22.8,3.062,25028,24.37,1996,130,1.23,7.8,1
12157,3.5,25.333,430.5,11.03,1907,140,0.971,3,1
12158,3.5,25.333,430.5,11.03,1907,140,0.971,3,0
12159,3.5,25.333,430.5,11.03,1907,140,0.971,3,1
12171,12.17,5.149,3399,14.42,1999,160,1.28,1,0
12172,12.17,4.795,3240,15.85,1999,160,1.2,1,1
12176,10.42,8.624,6066,17.07,1992,200,1.744,1.05,1
12177,10.42,8.772,6066,16.5,1992,200,1.744,1.05,1
12182,13.32,4.1,3352.4,15.634,1996,200,1.55,1,1
12232,20.46,3.204,14808,20.31,1992,160,1,1,0
12233,20.46,3.135,14773,21.16,1992,160,1,1,1
12237,8.28,8.407,1885,14,1998,200,3.13,1.95,1
12238,8.28,8.528,1826,13.18,1998,200,3.13,1.95,1
12249,11.13,7.059,5331,17.2,1997,160,1.92,1,1
12250,11.13,7.039,5331,17.3,1997,160,1.92,1,1
12266,16.05,4.059,8825.8,19.92,1996,250,1.04,1,1
12267,16.05,4.224,7722.6,16.09,1996,250,1.04,1,0
12273,21,4.258,58207,40.73,1998,160,1.13,1.13,2
12277,16.65,4.919,25637,34.02,1998,160,1.06,1.06,2
12391,12,4.767,2683,14.05,1999,160,1.05,1,0
12392,12,4.4,2540,15.61,1999,160,1.09,1,1
12468,15,3.929,7656,24.168,1995,250,1,1,0
12469,15,3.929,7656,24.168,1995,250,1,1,1
12470,15,3.93,7464,23.548,1995,120,1.12,1.12,1
12486,14.4,4.441,5599,16.29,1998,110,1.09,4,1
12487,14.4,4.441,5599,16.29,1998,110,1.09,4,1
12530,12.45,3.077,1716,18.61,1995,250,1,1,1
12573,8.82,7.108,2492,20.11,1995,200,1,1,1
12574,8.82,7.108,2492,20.11,1995,200,1,1,1
12623,19.47,4.646,32666,25.98,1999,200,1,1,0
12624,19.82,4.416,37203,30.51,1999,200,1,1,1
12625,19.3,4.635,28560,23.64,1999,200,1,1,1
12654,5.06,11.28,358,10.59,1994,140,1.33,1,1
12655,5.06,11.28,358,10.59,1994,140,1.33,1,1
12661,23.9,5.422,112045,28.818,2000,250,1.67,3,1
12674,11.5,5.831,4061,16.85,1995,200,1.332,1.332,1
12675,11.5,6.462,4176,14.11,1995,200,1.517,1.517,1
12767,6,8.823,454.7,11.12,2000,110,1.05,3,1
12768,6,8.823,454.7,11.12,2000,110,1.05,3,1
12788,21,3.438,19741,21.19,2000,160,1.38,1.38,1
12789,21,3.438,19741,21.19,2000,160,1.38,1.38,1
12801,12.5,5.359,8196,28.84,2000,120,1.21,1.16,1
12805,12.5,5.857,3666,10.8,2000,120,1.18,1.24,0
12814,13.3,3.876,2828,14.84,2000,160,1.24,2.222,1
12916,16.82,3.869,12024,24.76,2003,200,1.456,2.222,1
12921,12.4,5.481,4664,16.2,2006,160,1.21,1.21,2
12956,4.8,23.336,1079,9.21,1929,130,1.49,2,0
12959,5.6,14.598,1196,14.08,1933,200,1.059,4.035,1
12969,4.5,21.515,887,11.53,1912,130,1.05,2,0
12972,6,11.585,705,10,1931,160,1.33,2.26,1
13012,7.8,11.165,4084,21.84,1950,160,1.243,5.517,1
13016,13.73,5.005,6336,17.56,1999,200,1.05,3.61,1
13032,11.54,6.076,3845,14.49,1994,200,1.43,1.43,1
13051,14,4.17,4870,17.99,1999,200,1,1,1
13058,9.32,14.362,10155,16.1,1996,130,1,1,1
13073,4.4,19.219,505,9,1926,200,1.723,2.286,1
13074,13.45,5.435,7436.65,18.98,1995,230,2.32,3,1
13076,5.8,16.841,1695,13.03,1908,110,1.109,2.921,0
13103,11,5.482,2646,14.84,1994,200,1,1,1
13129,10,13.607,27981,37.29,1932,130,1.192,1.219,1
13138,10.6,6.265,2802,13.95,1988,160,1.928,2,0
13143,4.5,18.748,701,12,1967,200,0.881,1.442,1
13186,6.2,16.833,1965,11.58,1932,130,1.005,1.012,1
13187,6,15.715,1231,9.49,1931,160,1.381,2.36,1
13189,13.07,5.906,6931,16.804,2002,200,1.809,1.809,1
13206,6.6,18.36,3383,13.05,1925,130,1.61,5.232,0
13208,12.2,4.795,3037,14.71,1975,160,1.73,1.73,1
13210,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
13219,3,39.5,420,8.2,1925,120,0.897,2.585,1
13255,11.26,10.435,12698,17.9,1934,160,1.27,1,0
13257,23.9,5.422,112045,28.818,2000,250,1.67,3,1
13282,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
13293,7.6,16.984,3436,8.81,1926,130,1.302,5.769,1
13313,14,5.285,6110,14.05,1994,160,1.28,1.28,1
13341,7.6,13.4,2139,8.81,1926,130,1.217,5.543,1
13386,12.89,5.963,6110,15.36,1974,160,1.82,2.222,1
13434,11.43,10.213,13067,18.11,1934,160,1.27,1,0
13473,8.8,9.81,3679,15.73,1992,230,2.29,3,1
13483,4.8,12.959,310,8.58,1957,200,0.8,0.79,1
13495,21.35,3.407,21268,21.76,1999,230,1.13,3,1
13497,12,5.797,4770,16.89,1976,200,1.25,1.25,1
13502,15.3,5.074,10291,18,1939,160,1.522,2.182,0
13511,17.3,4.322,13483,19.88,2004,160,1.9,1,1
13520,13.73,5.005,6336,17.56,1999,200,1.05,3.61,1
13528,7.6,16.984,3436,8.81,1926,130,1.302,5.769,1
13541,11.48,10.033,11287,15.93,1934,160,1.27,1,0
13542,14.9,5.238,9789,17.86,1993,200,1.093,1.093,1
13564,7.6,13.4,2139,8.81,1926,130,1.217,5.543,1
13580,2.3,45.644,323,13.67,1911,130,0.887,1.9,1
13594,19.5,3.902,17477,19.59,1995,200,1.232,3,1
13608,5.6,14.565,761,9,1931,160,1.442,2.235,1
13635,6.2,16.833,1965,11.58,1932,140,1.018,1.017,0
13638,4.7,16.844,505,9,1928,200,1.504,2.213,1
13671,13.3,3.876,2828,14.84,2000,160,1.24,2.222,1
13687,10.76,5.835,3270,17.68,1982,160,1.24,1.24,0
13695,5.8,16.841,1695,13.03,1903,110,1.109,2.921,0
13735,15.107,5.371,12178,20,1988,200,1.405,2.222,1
13736,5.6,14.152,1116,13.98,1924,200,1.059,4.035,1
13774,12.1,5.605,4093.9,15,1992,140,1.29,3,1
13776,5.6,14.461,1196,14.35,1933,200,1.059,4.035,1
13790,6.6,9.823,869,11.71,1993,200,1.82,1.82,1
13796,4.6,26.639,716,5.56,1911,100,1.255,3.469,1
13803,9,11.026,3084,9.54,1906,120,1.5,1,0
13815,13.73,5.005,6336,17.56,1999,200,1.05,3.61,1
13836,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
13852,12.36,8.655,11287,15.93,1934,160,1.31,1,0
13855,6.25,17.488,1252,6.62,1905,160,0.84,2.6,1
13895,19.2,4.584,32700,28.26,2004,230,2.19,3,1
13896,4.6,17.445,460,8.33,1913,130,0.961,2.864,1
13899,10.8,5.887,2293,12,2004,100,2.037,2.037,0
13904,21.2,3.634,24317,22.49,1995,160,1.365,3,1
13928,4.6,15.611,398,9,1974,120,1.419,2.11,1
13935,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
13972,6.25,17.969,1252,6.27,1904,160,1.125,1.11,1
13974,7.65,12.194,2000,9.69,1905,120,0.84,3.7,1
13986,16,7.199,23261,16.9,1954,160,1.471,1.168,1
13987,15.25,4.925,11240,21.14,2002,200,1.55,1.55,0
14054,16.92,3.821,12147,25.05,2003,200,1.456,2.222,1
14077,14,5.299,8876,20.3,1996,200,1,1,0
14088,3.85,17.104,335,12.86,1916,90,1.307,1.469,1
14090,6.25,17.969,1252,6.27,1904,160,1.125,1.11,0
14107,4.6,24.626,701,6.37,1982,80,1.037,3,0
14118,6,11.585,705,10,1931,160,1.33,2.26,1
14131,14.55,4.43,7979,22.38,2000,200,1,1,1
14152,6,11.585,705,10,1931,160,1.33,2.26,1
14193,16.3,3.408,6313,19,2002,160,1.154,2,1
14205,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
14215,11.2,10.547,12698,17.9,1934,160,1.27,1,0
14222,13.73,5.022,6227,17.14,1999,200,1.05,3.61,1
14242,5.6,14.017,1116,14.25,1924,200,1.059,4.035,1
14254,9,11.026,3084,9.54,1906,120,1.1,1,1
14255,5.6,14.333,1116,13.63,1924,200,1.059,4.035,1
14261,11.9,4.389,2071,13.23,1993,200,1.53,1.53,1
14316,9.55,8.913,6203,23.16,2010,100,1.025,2.5,0
14330,7.6,13.4,2139,8.81,1926,130,1.217,5.543,1
14331,7.6,16.984,3436,8.81,1926,130,1.302,5.769,1
14343,10,11.892,11210,19.56,1907,120,0.975,4,1
14350,11.48,10.039,12698,17.9,1934,160,1.27,1,0
14353,11.2,10.541,11287,15.93,1934,160,1.27,1,0
14373,11.26,10.429,11287,15.93,1934,160,1.27,1,0
14377,7,6.325,545,14,1994,160,1.038,2,1
14384,3.9,31.599,807,8.62,1928,130,1.14,3,0
14397,3.5,28.9,332.6,6.548,1913,160,3.9,3,0
14410,20.2,2.877,11172,20,1997,230,1.29,3,1
14411,19,3.921,17025,20.97,1995,200,1.29,1.29,1
14414,12.36,8.66,12698,17.9,1934,160,1.31,1,0
14455,7.5,12.531,3866,19.2,1932,130,1.029,1.033,1
14483,14.6,4.114,5298,17,1964,200,0.972,2.222,1
14507,23.5,3.391,37157,26.14,2010,200,1.24,6.8,1
14521,10.5,5.943,2300,13.22,1979,160,1.03,1.04,1
14611,13.5,4.287,4454,18,1994,160,1.02,2.432,0
14636,10,5.11,1510,14.27,1994,200,1,1,1
14647,13.73,5.005,6336,17.56,1999,200,1.05,3.61,1
14654,5.1,13.529,677,13.49,1923,200,1.251,4.093,1
14710,21.15,4.232,35809,24.65,2011,200,3.7,11.6,1
14718,10.48,7.469,4500,16.5,2001,200,1.89,1.89,1
14722,18.8,3.837,14147,18.98,1994,200,1.25,1.25,1
14740,17.7,2.523,4625.7,18.27,1996,230,1.4,3,1
14749,16.4,5.061,14416,19.2,1996,230,1.57,3,1
14757,19.5,3.867,17477,19.94,1995,160,1.232,3,1
14819,9,11.026,3084,9.54,1906,120,1.5,1,0
14824,19.5,2.741,11834.6,26.88,1981,120,1,1,1
14825,6.8,13.885,2633,15.76,1913,190,1.161,3.935,1
14827,2.6,34.552,199,9,1912,160,1.026,2.117,1
14838,5,13.142,350,8,1981,160,1.18,1.18,1
14861,6.25,17.488,1252,6.62,1905,160,0.84,2.6,1
14879,13,5.32,4980,15.2,1975,160,1.53,1.53,1
15064,9.1,7.863,2318,13.49,1936,150,1.056,1.079,1
15083,4.65,31.37,1350,7.24,1913,130,0.91,0.903,1
15094,23.5,3.636,38167,23.36,2010,160,1.24,6.8,1
15097,23.5,3.429,39011,26.85,2010,160,1.24,6.8,0
15103,12.65,5.393,8979,29.75,2011,100,1.6,3.38,1
15152,8.6,9.36,3923,20.2,1915,160,0.88,0.88,1
15264,8.7,21.858,20434,18.42,1956,160,1.469,3.645,1
15279,11.316,5.93,7995,34.21,1972,100,0.905,0.905,1
15298,3.6,61.787,2178,8.381,1937,160,0.869,0.892,1
15302,8.07,19.734,8383,12.523,1931,160,1.225,3.195,1
15305,8.08,10.32,2107,11.452,1923,160,1.15,1,1
15343,19.6,4.054,17619,17.92,1998,120,1,1,0
15368,5.85,18.701,1836,11.06,1916,140,0.83,0.83,0
15371,3.6,33.827,606,7.78,1928,160,0.762,0.783,1
15372,3.6,32.439,606,8.46,1928,160,0.762,0.783,1
15373,7.1,12.927,2812,16.34,1982,160,0.91,1,1
15378,3.7,35.465,835,8.74,1928,110,0.806,0.816,1
15379,3.7,35.446,836,8.76,1928,110,0.806,0.816,1
15380,11.74,6.814,5898,16.5,2006,160,1.48,5,1
15383,5.6,16.104,1230,11.9,1919,120,1.014,0.7,2
15388,8.9,6.395,1226,11.79,2003,140,1.735,1.82,1
15425,18.5,3.789,15122,22.19,1985,160,1,1,1
15437,5.3,17.744,1026,10.19,1930,150,1.36,1.36,1
15441,5,19.109,1430,15.46,1934,150,1.1,1.1,1
15442,3.5,34.846,480,6.5,1928,160,1,1,1
15452,10.25,11.671,9366,15.37,1933,160,1.33,1.093,0
15453,10.25,11.703,9196,15.01,1933,160,1.135,1.161,0
15460,4.1,29.831,906,8.89,1932,160,1.4,1.4,0
15481,11.65,5.616,4060,17.24,1979,140,1,1,1
15484,20.43,3.408,15993,19.5,1990,160,1,1,0
15488,2.8,33.928,238,8.3,1934,160,1.195,1.195,0
15517,11,7.229,3802,12.26,1925,140,1.226,4.858,1
15518,8.46,10.075,1882,8.93,1925,140,0.824,5.657,1
15519,7,12.91,1372,8.46,1925,140,1.074,3.825,1
15520,7,12.91,1372,8.46,1925,140,1.074,3.825,1
15521,10.42,7.427,2746,10.42,1926,140,1.094,4.66,1
15566,4,24.285,298,4.87,1915,120,1.256,1.592,0
15571,12.8,4.965,3797,14.16,1982,130,0.99,0.99,1
15586,3.8,32.564,509,5.68,1938,140,0.843,1.431,1
15587,2.6,37.709,207,7.86,1909,100,0.678,2.368,1
15594,8.2,13.305,3046,9.39,1934,120,0.717,1.129,1
15598,5.4,18.116,1010,8.93,1937,150,1.144,1.915,1
15599,5.4,18.116,1010,8.93,1937,150,1.144,1.915,1
15603,9,9.244,3065,13.49,1939,160,0.97,0.96,1
15611,6,10.442,465,8.12,1979,140,1.277,1.672,1
15616,3.6,40.685,942,8.36,1931,160,0.854,2.065,1
15618,5,24.787,1522,9.78,1926,150,0.844,2.518,1
15619,5,25.031,1522,9.59,1926,150,0.844,2.518,1
15632,4.25,30.528,1061,8.61,1909,130,0.92,2.38,1
15635,5.9,15.545,1157,9.75,1930,130,1.102,1.856,1
15638,5.9,15.545,1157,9.75,1930,130,1.102,1.856,1
15665,2.4,99.596,939,7.04,1936,140,0.81,0.81,1
15672,3.6,32.822,440,6,1917,140,1.231,1.783,1
15677,19.05,3.556,11744,17.4,1997,100,1.3,1.11,1
15678,2,45.157,80,6.05,1932,90,0.807,0.984,0
15691,5.6,28.516,3562,10.99,1925,120,1.24,2.48,1
15692,5.6,28.516,3562,10.99,1925,120,1.24,2.48,1
15694,3.5,35.8,714,9.16,1921,160,1.14,1.14,1
15700,5.8,28.686,6031,15.98,1915,140,0.98,1,0
15705,4.7,33.722,1689,7.51,1927,140,0.934,3.177,0
15712,2.35,46.906,158,5.81,1930,130,1.13,3.31,1
15719,6.4,12.019,1193.4,12.15,1964,150,1.29,3.4,1
15722,5.5,11.793,571,11.07,1971,160,1.16,1.85,1
15726,7,12.793,2029,12.74,1969,160,1.2,2.59,1
15730,6.25,17.488,1252,6.62,1905,140,0.84,2.6,1
15731,6.25,17.488,1252,6.62,1905,140,0.84,2.6,1
15733,5,19.671,1030.1,10.51,1960,160,1.02,2.31,1
15734,5.1,18.815,1091,11.24,1961,160,1.19,2.445,1
15744,7,10.699,1731,15.54,1982,140,1.39,2.25,2
15756,5,19.241,994,10.6,1902,130,0.8,2.9,1
15758,10,8.038,2909,11.11,1905,90,0.88,2.6,1
15761,7.5,13.324,2083,9.15,1905,140,0.93,3.8,1
15762,13.36,5.383,6386,17.07,1979,130,1.39,4,1
15765,12.3,4.947,3594,15.83,1990,160,1.24,3.8,1
15795,5,21.375,993,8.58,1915,160,0.831,0.832,0
15796,5,23.929,1214,8.37,1915,160,0.831,0.832,0
15814,5,45.752,7037,13.272,1937,160,0.973,0.974,1
15815,4.55,62.68,9950,14.58,1937,160,1.054,3.324,1
15857,15.107,5.937,13169,17.7,1988,130,1.14,2.222,0
15869,2.14,47.352,81,4.25,1962,80,0.678,0.686,1
15874,3.6,31.788,606,8.81,1928,160,0.762,0.783,1
15876,12,6.16,4009,12.57,1982,160,1,1.05,1
15877,4,16.352,263,9.48,1989,140,0.766,0.766,1
15878,6.8,12.628,2030,14.69,1976,120,0.86,0.87,1
15884,7.35,8.007,687,9.06,1985,160,1,1,0
15890,2.93,51.563,625,7.87,1954,110,0.764,0.771,1
15895,3.15,38.987,541,8.92,1926,140,0.77,0.77,1
15916,3.6,29.238,483,8.3,1907,120,1.077,1,1
15920,4.6,21.311,670,8.13,1909,130,1.252,1,1
15926,9.3,10.702,3948,11.37,1934,120,1.06,2,0
15929,12.35,4.687,2829,13.66,1991,120,1.081,1.081,1
15935,21.17,3.87,24960,20.47,2002,100,1.14,1.14,1
15950,6.4,12.071,641,6.47,1928,160,0.974,0.973,1
15958,6.6,15.747,2193,11.5,1909,130,0.815,0.823,0
15960,6.7,17.85,3518,13.52,1967,160,1.007,1.007,1
15975,14.75,6.355,25077,32.37,1982,160,1.02,1.08,0
15995,2.8,32.764,238,8.9,1934,160,1.195,1.195,1
16028,10.42,7.427,2746,10.42,1926,140,0.935,3.983,1
16042,12.64,6.071,7390,19.38,1996,160,1.66,4.53,1
16054,3.15,37.871,376,6.57,1925,140,0.75,0.75,1
16073,12.55,5.942,6041,17.02,1988,160,1.083,2.833,1
16075,14.35,4.672,6072,16.19,1980,160,1.475,1.346,1
16098,2.4,72.522,1582,22.37,1913,130,1.055,1.86,1
16106,4.25,48.476,3129,10.07,1950,140,1.166,1.588,1
